Prompt,Intent,Entities
Fetch vulnerabilities and rate of exploit ease,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
Provide vulnerability list based on exploit difficulty,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
Get each vulnerability’s exploit ease,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
Show all vulnerabilities and their ease of exploitation,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
List vulnerabilities based on how exploitable they are,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
Show exploit ease mapping for vulnerabilities,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
Which vulnerabilities require minimal effort to exploit?,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
Order by exploitability,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
Display exploitability rank of vulnerabilities,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
Which vulnerabilities are ranked by ease of exploit?,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
List vulnerabilities and difficulty of exploit,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
Fetch exploit ease breakdown for each vulnerability,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
Sort vulnerabilities using exploit complexity,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
Get vulnerabilities sorted by attacker difficulty,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
How easy are the current vulnerabilities to exploit?,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
List threats by exploit potential,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
Which issues are simplest to exploit?,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
Rank flaws based on ease of exploitation,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
Provide exploitation ranking for vulnerabilities,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
Display list ordered by ease of exploitation,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
Fetch difficulty of exploitation per vulnerability,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
List attack effort required per vulnerability,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
Organize threats by ease of exploit,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
Rank CVEs by how easy they are to exploit,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
Provide breakdown of vulnerabilities by exploit difficulty,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
Get exploit difficulty level for each CVE,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
How exploitable are the listed vulnerabilities?,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
Display vulnerability list with exploit complexity,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
Show all vulnerabilities categorized by exploit ease,vulnerability_exploit_ease,"CVE, Plugin, Exploit Ease, Exploit?"
Show vulnerabilities by patch publication date,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
List vulnerabilities sorted by patch release date,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Display vulnerabilities based on patch date,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Organize vulnerabilities by patch publication timeline,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Sort vulnerabilities by patch release timestamp,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Get vulnerabilities grouped by date patch was published,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Show patch release dates for vulnerabilities,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Arrange vulnerabilities according to patch release,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
List vulnerabilities by when patch was issued,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
How recently were patches released for vulnerabilities?,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Show vulnerabilities with their patch release date,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Provide list of vulnerabilities by patching date,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Sort vulnerabilities by patch availability date,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
List all vulnerabilities and date of patch release,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Order vulnerabilities by patch date,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Group vulnerabilities by date patch was published,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Show patch release timing for vulnerabilities,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Fetch vulnerabilities with patch publication info,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Sort vulnerability records by patch publication date,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Vulnerabilities sorted by date of patch,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
List vulnerabilities using patch release chronology,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Display vulnerabilities and their patch dates,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Patch release history per vulnerability,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Get timeline of patch publication per vulnerability,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
List vulnerabilities by when fixes were released,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Get vulnerabilities based on patch release timeline,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Show vulnerabilities ordered by fix release date,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Get vulnerabilities by patch date order,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Display the date patches were made available,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Provide patch release date per vulnerability,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Order vulnerability list by patch published date,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
List vulnerabilities by patch issue date,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Arrange vulnerabilities based on patch release time,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Sort list of vulnerabilities by patch release,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
List patch dates for each vulnerability,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
When were patches released for each vulnerability?,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Vulnerabilities ordered by date of patch availability,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Vulnerabilities categorized by patch publication date,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Get patch issue date for each vulnerability,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Vulnerabilities listed with patch release timestamps,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Sort by patch release timeline,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Show how recently patches were released,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Patch availability timeline for vulnerabilities,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Fetch list sorted by patch publication,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Order of vulnerabilities based on patching time,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Chronologically list vulnerabilities by patch,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Timeline of vulnerabilities based on patch release,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
How recent are the patches for vulnerabilities?,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Display vulnerabilities from oldest to newest patch,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Arrange vulnerabilities by earliest to latest patch,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
List vulnerabilities in patch release sequence,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Group vulnerabilities in patch date order,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Show vulnerabilities listed by patch timing,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Get vulnerability list arranged by patch release,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
List vulnerabilities in order of patch availability,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Patch publication dates associated with vulnerabilities,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Fetch vulnerabilities sorted by patch date,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Get vulnerabilities and their corresponding patch dates,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Sort vulnerabilities based on patching history,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Get patch timeline across vulnerabilities,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Patch chronology for each vulnerability,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Vulnerabilities listed by fix release timeline,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
How long ago were patches released per vulnerability?,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Group vulnerability data by patch release,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Patch release timestamps for all vulnerabilities,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Vulnerabilities arranged by time of patch,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Get list of patches sorted by date,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Display all vulnerabilities by patch distribution date,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
List when patches were released for vulnerabilities,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Patch info organized by publication date,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Timeline view of vulnerability patching,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Date of patch release per vulnerability,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
When was each vulnerability patched?,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Show vulnerabilities in order of patching,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Sort vulnerability patches by publish time,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Chronological view of patch release per issue,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Patch date listing for vulnerabilities,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Vulnerabilities and when their patch was published,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Get patching dates for every vulnerability,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
List all vulnerabilities according to patch publish date,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
When were patches made available for these vulnerabilities?,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Order vulnerabilities from oldest to newest patch,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Fetch patch distribution dates for vulnerabilities,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Timeline of patch releases across vulnerabilities,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Patch timestamps grouped by vulnerability,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
How long after disclosure were patches released?,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Vulnerabilities ordered by time of patch publication,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Get chronological order of patch dates,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Sort patches by release date per CVE,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
Get the release date for patches per vulnerability,patch_publication_date,"Plugin, CVE, Plugin Publication Date"
